class_id,img_height,img_width,bbox_y,bbox_x,bbox_h,bbox_w,norm_img_height,norm_img_width,norm_bbox_y,norm_bbox_x,norm_bbox_w,norm_bbox_h
52,949,508,484,361,49,107,1,1,0.5100105374,0.7106299213,0.2106299213,0.05163329821
65,877,801,281,72,359,225,1,1,0.3204104903,0.08988764045,0.2808988764,0.409350057
8,661,588,326,401,83,236,1,1,0.4931921331,0.6819727891,0.4013605442,0.1255673222
63,535,830,6,138,397,212,1,1,0.01121495327,0.1662650602,0.2554216867,0.7420560748
19,590,277,136,27,85,79,1,1,0.2305084746,0.09747292419,0.285198556,0.1440677966
68,470,975,377,482,110,50,1,1,0.8021276596,0.4943589744,0.05128205128,0.2340425532
4,823,637,142,150,344,380,1,1,0.1725394897,0.2354788069,0.5965463108,0.4179829891
50,706,607,205,361,76,308,1,1,0.290368272,0.5947281713,0.5074135091,0.1076487252
19,753,696,254,157,388,296,1,1,0.3373173971,0.2255747126,0.4252873563,0.5152722444
2,398,364,154,25,158,178,1,1,0.3869346734,0.06868131868,0.489010989,0.3969849246
77,957,520,476,5,240,310,1,1,0.4973876698,0.009615384615,0.5961538462,0.2507836991
34,727,423,191,119,211,367,1,1,0.2627235213,0.2813238771,0.8676122931,0.2902338377
12,1044,785,494,314,295,200,1,1,0.4731800766,0.4,0.2547770701,0.2825670498
19,522,543,322,339,144,107,1,1,0.6168582375,0.6243093923,0.197053407,0.275862069
77,1070,678,454,398,77,398,1,1,0.4242990654,0.587020649,0.587020649,0.07196261682
27,483,379,82,15,89,208,1,1,0.1697722567,0.03957783641,0.5488126649,0.1842650104
59,926,661,402,121,205,194,1,1,0.43412527,0.1830559758,0.293494705,0.2213822894
33,866,800,318,79,323,166,1,1,0.3672055427,0.09875,0.2075,0.3729792148
64,828,735,478,163,183,308,1,1,0.577294686,0.2217687075,0.419047619,0.2210144928
66,1017,703,272,326,314,346,1,1,0.267453294,0.4637268848,0.4921763869,0.3087512291
15,349,807,79,270,335,79,1,1,0.2263610315,0.3345724907,0.09789343247,0.9598853868
53,785,774,359,332,358,210,1,1,0.4573248408,0.4289405685,0.2713178295,0.4560509554
22,1217,591,487,172,263,385,1,1,0.4001643385,0.2910321489,0.6514382403,0.2161051767
77,220,576,76,103,256,64,1,1,0.3454545455,0.1788194444,0.1111111111,1.163636364
13,234,571,25,373,75,88,1,1,0.1068376068,0.6532399299,0.1541155867,0.3205128205
78,722,511,250,26,267,119,1,1,0.3462603878,0.05088062622,0.2328767123,0.3698060942
36,776,446,454,77,151,87,1,1,0.5850515464,0.1726457399,0.1950672646,0.1945876289
18,890,486,222,53,287,293,1,1,0.2494382022,0.1090534979,0.6028806584,0.3224719101
41,658,612,163,204,225,339,1,1,0.2477203647,0.3333333333,0.5539215686,0.3419452888
44,825,507,422,97,312,98,1,1,0.5115151515,0.191321499,0.1932938856,0.3781818182
31,783,470,373,70,358,239,1,1,0.4763729246,0.1489361702,0.5085106383,0.4572158365
67,841,807,256,420,271,375,1,1,0.3043995244,0.5204460967,0.4646840149,0.322235434
15,592,841,225,339,370,290,1,1,0.3800675676,0.4030915577,0.3448275862,0.625
77,669,330,457,66,90,154,1,1,0.6831091181,0.2,0.4666666667,0.134529148
59,919,591,482,177,335,212,1,1,0.5244831338,0.2994923858,0.358714044,0.3645266594
14,888,749,427,487,189,271,1,1,0.4808558559,0.650200267,0.3618157543,0.2128378378
57,439,673,60,176,396,53,1,1,0.1366742597,0.2615156018,0.07875185736,0.9020501139
23,635,473,54,174,82,282,1,1,0.08503937008,0.3678646934,0.5961945032,0.1291338583
5,724,917,466,429,152,48,1,1,0.6436464088,0.46782988,0.05234460196,0.2099447514
5,793,1177,111,487,382,293,1,1,0.1399747793,0.4137638063,0.2489379779,0.4817150063
61,814,462,135,52,268,346,1,1,0.1658476658,0.1125541126,0.7489177489,0.3292383292
12,704,549,460,158,95,98,1,1,0.6534090909,0.2877959927,0.1785063752,0.1349431818
57,675,398,354,171,149,102,1,1,0.5244444444,0.4296482412,0.256281407,0.2207407407
2,318,528,101,86,278,112,1,1,0.3176100629,0.1628787879,0.2121212121,0.8742138365
1,898,774,449,407,129,359,1,1,0.5,0.5258397933,0.4638242894,0.1436525612
67,737,846,353,285,353,159,1,1,0.4789687924,0.3368794326,0.1879432624,0.4789687924
35,1065,644,397,333,40,272,1,1,0.3727699531,0.5170807453,0.4223602484,0.03755868545
20,906,875,418,334,241,101,1,1,0.4613686534,0.3817142857,0.1154285714,0.266004415
11,854,506,275,3,373,351,1,1,0.3220140515,0.005928853755,0.6936758893,0.4367681499
79,548,388,58,211,56,248,1,1,0.1058394161,0.543814433,0.6391752577,0.102189781
22,495,526,191,194,264,135,1,1,0.3858585859,0.3688212928,0.2566539924,0.5333333333
30,910,1002,284,389,279,254,1,1,0.3120879121,0.3882235529,0.253493014,0.3065934066
54,731,557,159,180,97,296,1,1,0.2175102599,0.3231597846,0.5314183124,0.1326949384
60,335,652,177,310,272,94,1,1,0.528358209,0.4754601227,0.1441717791,0.8119402985
34,1109,621,411,67,356,325,1,1,0.3706041479,0.1078904992,0.5233494364,0.3210099188
45,588,458,69,72,185,289,1,1,0.1173469388,0.1572052402,0.6310043668,0.3146258503
19,766,1063,316,480,234,313,1,1,0.4125326371,0.4515522107,0.2944496707,0.3054830287
6,890,588,397,102,244,203,1,1,0.4460674157,0.1734693878,0.3452380952,0.2741573034
20,209,767,52,244,376,48,1,1,0.2488038278,0.3181225554,0.06258148631,1.799043062
6,725,788,235,255,241,203,1,1,0.324137931,0.3236040609,0.2576142132,0.3324137931
58,559,842,98,246,390,333,1,1,0.175313059,0.2921615202,0.3954869359,0.6976744186
7,865,521,246,5,196,359,1,1,0.2843930636,0.009596928983,0.689059501,0.2265895954
70,812,892,182,258,344,239,1,1,0.224137931,0.2892376682,0.2679372197,0.4236453202
19,580,625,280,356,201,41,1,1,0.4827586207,0.5696,0.0656,0.3465517241
28,940,813,488,424,227,102,1,1,0.5191489362,0.5215252153,0.1254612546,0.2414893617
55,535,447,16,158,187,219,1,1,0.02990654206,0.3534675615,0.4899328859,0.3495327103
41,700,586,287,243,174,166,1,1,0.41,0.4146757679,0.2832764505,0.2485714286
48,315,942,195,220,391,45,1,1,0.619047619,0.2335456476,0.04777070064,1.241269841
21,606,730,93,319,233,281,1,1,0.1534653465,0.4369863014,0.3849315068,0.3844884488
4,949,779,346,182,257,373,1,1,0.3645943098,0.2336328626,0.4788189987,0.2708113804
24,683,643,420,90,314,42,1,1,0.6149341142,0.1399688958,0.06531881804,0.4597364568
52,690,831,168,443,150,242,1,1,0.2434782609,0.5330926594,0.2912154031,0.2173913043
33,691,483,460,9,338,53,1,1,0.6657018813,0.01863354037,0.1097308489,0.489146165
20,699,781,195,339,228,290,1,1,0.2789699571,0.4340588988,0.371318822,0.3261802575
24,699,545,498,181,265,157,1,1,0.7124463519,0.3321100917,0.2880733945,0.3791130186
47,774,383,84,230,50,374,1,1,0.1085271318,0.6005221932,0.9765013055,0.0645994832
30,614,1139,59,414,328,396,1,1,0.09609120521,0.363476734,0.3476733977,0.5342019544
25,563,495,26,125,244,319,1,1,0.04618117229,0.2525252525,0.6444444444,0.43339254
2,880,686,199,140,170,286,1,1,0.2261363636,0.2040816327,0.416909621,0.1931818182
4,787,572,375,209,296,292,1,1,0.4764930114,0.3653846154,0.5104895105,0.376111817
42,657,379,181,206,91,275,1,1,0.2754946728,0.5435356201,0.7255936675,0.1385083714
78,890,345,487,21,223,164,1,1,0.5471910112,0.06086956522,0.4753623188,0.2505617978
28,643,863,136,417,226,213,1,1,0.2115085537,0.483198146,0.2468134415,0.3514774495
11,629,647,353,173,76,96,1,1,0.5612082671,0.2673879444,0.1483771252,0.1208267091
65,447,673,34,385,171,116,1,1,0.07606263982,0.5720653789,0.1723625557,0.3825503356
44,771,848,259,225,245,117,1,1,0.3359273671,0.2653301887,0.1379716981,0.317769131
9,539,1036,90,453,200,341,1,1,0.1669758813,0.4372586873,0.3291505792,0.3710575139
30,987,348,472,82,120,126,1,1,0.4782168186,0.2356321839,0.3620689655,0.1215805471
22,808,804,266,278,284,344,1,1,0.3292079208,0.3457711443,0.4278606965,0.3514851485
9,667,938,29,362,285,360,1,1,0.04347826087,0.3859275053,0.3837953092,0.4272863568
51,632,756,338,342,111,248,1,1,0.5348101266,0.4523809524,0.328042328,0.1756329114
75,775,692,295,245,390,318,1,1,0.3806451613,0.3540462428,0.4595375723,0.5032258065
73,459,425,218,140,71,169,1,1,0.4749455338,0.3294117647,0.3976470588,0.1546840959
50,559,792,170,364,118,170,1,1,0.3041144902,0.4595959596,0.2146464646,0.2110912343
39,751,682,270,122,385,226,1,1,0.3595206391,0.1788856305,0.3313782991,0.5126498003
45,393,727,53,496,52,179,1,1,0.1348600509,0.6822558459,0.2462173315,0.1323155216
13,450,655,147,259,100,134,1,1,0.3266666667,0.3954198473,0.2045801527,0.2222222222
37,699,843,268,377,249,345,1,1,0.3834048641,0.4472123369,0.409252669,0.356223176
9,438,695,257,240,254,40,1,1,0.5867579909,0.345323741,0.05755395683,0.5799086758
33,834,501,302,290,128,215,1,1,0.3621103118,0.5788423154,0.4291417166,0.1534772182
15,522,628,328,167,70,152,1,1,0.6283524904,0.2659235669,0.2420382166,0.1340996169
13,281,768,96,259,306,111,1,1,0.3416370107,0.3372395833,0.14453125,1.088967972
76,1009,1000,426,293,328,258,1,1,0.4222001982,0.293,0.258,0.325074331
50,392,688,44,74,330,50,1,1,0.112244898,0.1075581395,0.0726744186,0.8418367347
17,453,612,347,70,218,48,1,1,0.766004415,0.114379085,0.07843137255,0.4812362031
13,1093,731,424,500,45,270,1,1,0.3879231473,0.683994528,0.3693570451,0.04117108875
15,673,428,286,296,72,58,1,1,0.4249628529,0.691588785,0.1355140187,0.1069836553
48,496,584,129,424,103,139,1,1,0.2600806452,0.7260273973,0.2380136986,0.2076612903
74,801,602,151,74,266,391,1,1,0.1885143571,0.122923588,0.6495016611,0.3320848939
65,566,496,308,64,93,172,1,1,0.5441696113,0.1290322581,0.3467741935,0.1643109541
2,892,594,408,75,201,130,1,1,0.4573991031,0.1262626263,0.2188552189,0.2253363229
15,945,1002,346,410,329,309,1,1,0.3661375661,0.4091816367,0.3083832335,0.3481481481
31,838,710,328,91,237,132,1,1,0.3914081146,0.1281690141,0.185915493,0.2828162291
70,513,1009,97,477,388,79,1,1,0.1890838207,0.4727452924,0.07829534192,0.7563352827
28,549,880,142,334,287,298,1,1,0.2586520947,0.3795454545,0.3386363636,0.5227686703
2,753,633,369,326,135,203,1,1,0.4900398406,0.5150078989,0.3206951027,0.1792828685
26,1073,635,350,42,296,351,1,1,0.3261882572,0.06614173228,0.5527559055,0.275862069
20,626,755,394,190,316,122,1,1,0.6293929712,0.2516556291,0.161589404,0.5047923323
4,429,487,167,31,315,196,1,1,0.3892773893,0.0636550308,0.4024640657,0.7342657343
17,247,844,99,387,356,103,1,1,0.4008097166,0.4585308057,0.1220379147,1.441295547
46,383,352,31,97,142,133,1,1,0.08093994778,0.2755681818,0.3778409091,0.3707571802
64,671,822,92,107,360,384,1,1,0.1371087928,0.1301703163,0.4671532847,0.5365126677
75,978,752,471,492,74,306,1,1,0.481595092,0.6542553191,0.4069148936,0.07566462168
26,736,691,476,246,138,44,1,1,0.6467391304,0.3560057887,0.06367583213,0.1875
32,426,449,155,143,172,71,1,1,0.3638497653,0.3184855234,0.1581291759,0.4037558685
51,956,914,427,380,320,226,1,1,0.4466527197,0.4157549234,0.2472647702,0.3347280335
56,548,843,203,492,246,243,1,1,0.3704379562,0.5836298932,0.2882562278,0.4489051095
21,788,904,464,156,392,236,1,1,0.5888324873,0.1725663717,0.2610619469,0.4974619289
19,539,505,314,128,77,143,1,1,0.5825602968,0.2534653465,0.2831683168,0.1428571429
28,694,743,98,469,135,204,1,1,0.1412103746,0.6312247645,0.2745625841,0.1945244957
0,418,483,198,156,223,55,1,1,0.4736842105,0.3229813665,0.1138716356,0.533492823
8,706,875,294,383,226,90,1,1,0.4164305949,0.4377142857,0.1028571429,0.3201133144
32,879,701,257,159,391,319,1,1,0.2923777019,0.2268188302,0.455064194,0.4448236633
35,524,681,130,256,316,67,1,1,0.2480916031,0.375917768,0.09838472834,0.6030534351
73,618,690,297,103,343,147,1,1,0.4805825243,0.1492753623,0.2130434783,0.5550161812
37,857,753,404,487,129,214,1,1,0.471411902,0.6467463479,0.2841965471,0.1505250875
72,334,1188,129,433,388,123,1,1,0.3862275449,0.3644781145,0.1035353535,1.161676647
17,270,889,62,357,196,108,1,1,0.2296296296,0.4015748031,0.1214848144,0.7259259259
57,431,873,22,124,398,342,1,1,0.05104408353,0.1420389462,0.3917525773,0.9234338747
3,332,995,161,409,246,102,1,1,0.484939759,0.4110552764,0.1025125628,0.7409638554
36,798,591,279,125,78,175,1,1,0.3496240602,0.2115059222,0.296108291,0.0977443609
27,1012,562,419,137,201,218,1,1,0.4140316206,0.243772242,0.3879003559,0.1986166008
4,366,482,9,116,255,66,1,1,0.02459016393,0.2406639004,0.1369294606,0.6967213115
6,537,875,168,321,386,208,1,1,0.312849162,0.3668571429,0.2377142857,0.7188081937
7,1124,758,435,327,376,292,1,1,0.3870106762,0.4313984169,0.3852242744,0.334519573
13,630,792,144,338,57,258,1,1,0.2285714286,0.4267676768,0.3257575758,0.09047619048
67,549,486,44,56,307,385,1,1,0.08014571949,0.1152263374,0.79218107,0.5591985428
64,533,769,303,60,324,189,1,1,0.5684803002,0.07802340702,0.2457737321,0.607879925
6,971,1133,381,465,301,197,1,1,0.3923789907,0.4104148279,0.173874669,0.3099897013
2,668,534,295,69,395,283,1,1,0.4416167665,0.1292134831,0.5299625468,0.5913173653
47,961,614,470,63,363,392,1,1,0.4890738814,0.1026058632,0.6384364821,0.3777315297
4,602,481,179,31,308,215,1,1,0.2973421927,0.06444906445,0.446985447,0.511627907
39,639,593,402,354,43,117,1,1,0.6291079812,0.5969645868,0.197301855,0.06729264476
0,979,982,332,400,295,268,1,1,0.3391215526,0.4073319756,0.2729124236,0.3013278856
19,505,1113,151,439,277,138,1,1,0.299009901,0.3944294699,0.1239892183,0.5485148515
68,883,796,337,326,116,258,1,1,0.3816534541,0.4095477387,0.324120603,0.1313703284
21,708,703,140,197,297,309,1,1,0.197740113,0.280227596,0.439544808,0.4194915254
1,664,729,217,131,267,258,1,1,0.3268072289,0.1796982167,0.353909465,0.4021084337
58,672,436,177,87,203,380,1,1,0.2633928571,0.1995412844,0.871559633,0.3020833333
35,975,1040,272,447,374,319,1,1,0.278974359,0.4298076923,0.3067307692,0.3835897436
32,532,662,170,315,205,250,1,1,0.3195488722,0.4758308157,0.3776435045,0.3853383459
25,737,690,369,342,251,314,1,1,0.5006784261,0.4956521739,0.4550724638,0.3405698779
24,855,478,426,385,40,116,1,1,0.498245614,0.8054393305,0.2426778243,0.04678362573
16,907,992,359,373,336,386,1,1,0.3958103638,0.3760080645,0.3891129032,0.3704520397
42,760,685,10,336,68,395,1,1,0.01315789474,0.4905109489,0.5766423358,0.08947368421
37,676,673,166,213,263,355,1,1,0.2455621302,0.3164933135,0.5274888559,0.3890532544
59,393,711,110,322,323,200,1,1,0.2798982188,0.452883263,0.2812939522,0.8218829517
19,912,1158,263,393,384,299,1,1,0.288377193,0.3393782383,0.2582037997,0.4210526316
53,822,707,479,345,41,279,1,1,0.5827250608,0.4879773692,0.3946251768,0.0498783455
78,809,345,308,138,87,108,1,1,0.3807169345,0.4,0.3130434783,0.1075401731
79,946,671,448,217,62,307,1,1,0.4735729387,0.3233979136,0.4575260805,0.06553911205
0,561,485,170,27,105,49,1,1,0.303030303,0.05567010309,0.1010309278,0.1871657754
10,466,690,244,205,159,123,1,1,0.5236051502,0.2971014493,0.1782608696,0.3412017167
21,821,383,287,77,217,300,1,1,0.3495736906,0.2010443864,0.7832898172,0.2643118149
78,405,1050,86,328,388,90,1,1,0.212345679,0.3123809524,0.08571428571,0.9580246914
78,422,250,15,69,85,139,1,1,0.0355450237,0.276,0.556,0.2014218009
53,445,645,144,314,251,48,1,1,0.3235955056,0.4868217054,0.07441860465,0.5640449438
50,467,543,100,176,86,55,1,1,0.2141327623,0.3241252302,0.1012891344,0.1841541756
43,704,588,481,429,60,162,1,1,0.6832386364,0.7295918367,0.2755102041,0.08522727273
14,1091,818,366,182,375,332,1,1,0.335472044,0.2224938875,0.4058679707,0.3437213566
31,791,543,326,48,338,392,1,1,0.412136536,0.08839779006,0.7219152855,0.4273072061
20,560,325,69,131,149,282,1,1,0.1232142857,0.4030769231,0.8676923077,0.2660714286
60,618,776,444,251,149,91,1,1,0.7184466019,0.3234536082,0.1172680412,0.2411003236
33,686,516,262,260,118,225,1,1,0.3819241983,0.503875969,0.4360465116,0.1720116618
23,789,423,492,6,242,140,1,1,0.6235741445,0.01418439716,0.3309692671,0.3067173638
44,683,1036,283,349,301,298,1,1,0.4143484627,0.3368725869,0.2876447876,0.4407027818
35,877,859,189,213,322,331,1,1,0.2155074116,0.2479627474,0.3853317811,0.3671607754
64,563,637,108,193,284,378,1,1,0.1918294849,0.3029827316,0.5934065934,0.5044404973
54,434,667,79,401,81,224,1,1,0.1820276498,0.6011994003,0.335832084,0.1866359447
50,716,538,208,2,187,392,1,1,0.2905027933,0.003717472119,0.7286245353,0.2611731844
51,698,771,228,439,268,354,1,1,0.3266475645,0.5693904021,0.4591439689,0.3839541547
67,330,878,68,450,276,80,1,1,0.2060606061,0.5125284738,0.09111617312,0.8363636364
54,798,587,449,98,225,68,1,1,0.5626566416,0.1669505963,0.1158432709,0.2819548872
52,1175,516,436,136,114,344,1,1,0.3710638298,0.2635658915,0.6666666667,0.0970212766
73,735,1028,125,405,288,386,1,1,0.1700680272,0.3939688716,0.3754863813,0.3918367347
57,477,588,46,403,125,318,1,1,0.0964360587,0.6853741497,0.5408163265,0.2620545073
41,786,659,213,346,252,346,1,1,0.2709923664,0.5250379363,0.5250379363,0.320610687
78,795,630,349,70,311,217,1,1,0.4389937107,0.1111111111,0.3444444444,0.3911949686
58,791,969,195,431,375,282,1,1,0.2465233881,0.4447884417,0.2910216718,0.4740834387
7,1164,365,470,77,156,367,1,1,0.4037800687,0.2109589041,1.005479452,0.1340206186
11,467,422,154,125,82,49,1,1,0.329764454,0.2962085308,0.1161137441,0.1755888651
30,775,1091,189,436,260,216,1,1,0.2438709677,0.3996333639,0.1979835014,0.335483871
5,667,791,366,275,179,231,1,1,0.5487256372,0.3476611884,0.2920353982,0.2683658171
41,1053,353,452,85,152,305,1,1,0.4292497626,0.2407932011,0.8640226629,0.1443494777
6,772,1152,231,399,379,218,1,1,0.2992227979,0.3463541667,0.1892361111,0.4909326425
19,668,756,104,305,355,291,1,1,0.1556886228,0.4034391534,0.3849206349,0.5314371257
8,759,618,84,340,215,276,1,1,0.1106719368,0.5501618123,0.4466019417,0.2832674572
14,1131,717,411,273,114,354,1,1,0.3633952255,0.3807531381,0.4937238494,0.100795756
74,600,603,49,235,275,398,1,1,0.08166666667,0.3897180763,0.6600331675,0.4583333333
2,695,261,240,3,212,228,1,1,0.345323741,0.01149425287,0.8735632184,0.3050359712
49,930,972,300,271,320,346,1,1,0.3225806452,0.2788065844,0.3559670782,0.3440860215
20,685,947,280,220,394,155,1,1,0.4087591241,0.232312566,0.1636747624,0.5751824818
58,719,586,232,352,124,320,1,1,0.3226703755,0.6006825939,0.5460750853,0.1724617524
67,741,433,315,321,63,375,1,1,0.4251012146,0.7413394919,0.8660508083,0.08502024291
38,725,790,209,252,365,186,1,1,0.2882758621,0.3189873418,0.235443038,0.5034482759
4,651,565,269,50,190,66,1,1,0.4132104455,0.08849557522,0.1168141593,0.291858679
27,577,478,49,145,86,273,1,1,0.0849220104,0.3033472803,0.5711297071,0.1490467938
44,624,438,388,24,155,142,1,1,0.6217948718,0.05479452055,0.3242009132,0.2483974359
50,506,802,200,402,150,80,1,1,0.395256917,0.5012468828,0.09975062344,0.2964426877
17,904,524,496,120,283,217,1,1,0.5486725664,0.2290076336,0.4141221374,0.3130530973
49,666,759,256,109,268,232,1,1,0.3843843844,0.1436100132,0.3056653491,0.4024024024
33,423,513,167,234,160,79,1,1,0.3947990544,0.4561403509,0.1539961014,0.378250591
51,500,829,62,425,224,249,1,1,0.124,0.5126658625,0.3003618818,0.448
6,646,456,340,39,146,221,1,1,0.5263157895,0.08552631579,0.4846491228,0.226006192
38,251,606,17,359,105,82,1,1,0.06772908367,0.5924092409,0.1353135314,0.4183266932
63,534,889,293,424,260,40,1,1,0.5486891386,0.4769403825,0.0449943757,0.4868913858
66,727,398,322,96,60,150,1,1,0.4429160935,0.2412060302,0.3768844221,0.08253094911
39,580,666,104,82,200,197,1,1,0.1793103448,0.1231231231,0.2957957958,0.3448275862
25,736,251,470,78,53,167,1,1,0.6385869565,0.3107569721,0.6653386454,0.07201086957
21,870,415,411,1,109,223,1,1,0.4724137931,0.002409638554,0.5373493976,0.1252873563
27,561,624,254,171,83,218,1,1,0.4527629234,0.2740384615,0.3493589744,0.1479500891
8,871,969,309,497,281,344,1,1,0.3547646383,0.5128998968,0.35500516,0.3226176808
61,504,460,377,308,79,87,1,1,0.748015873,0.6695652174,0.1891304348,0.1567460317
2,573,518,243,182,174,252,1,1,0.4240837696,0.3513513514,0.4864864865,0.3036649215
30,717,1098,407,497,266,76,1,1,0.5676429568,0.4526411658,0.06921675774,0.3709902371
49,966,729,481,335,303,384,1,1,0.4979296066,0.4595336077,0.5267489712,0.3136645963
10,433,675,80,389,113,296,1,1,0.1847575058,0.5762962963,0.4385185185,0.2609699769
24,267,593,27,51,181,145,1,1,0.1011235955,0.08600337268,0.2445193929,0.6779026217
55,431,822,216,452,83,116,1,1,0.5011600928,0.5498783455,0.1411192214,0.192575406
21,941,762,358,421,202,237,1,1,0.3804463337,0.5524934383,0.311023622,0.2146652497
64,505,786,350,230,309,60,1,1,0.6930693069,0.2926208651,0.07633587786,0.6118811881
78,1021,553,348,26,286,303,1,1,0.3408423115,0.04701627486,0.547920434,0.2801175318
4,613,678,105,254,66,148,1,1,0.1712887439,0.3746312684,0.2182890855,0.1076672104
10,819,886,184,200,384,350,1,1,0.2246642247,0.2257336343,0.39503386,0.4688644689
43,466,619,39,281,79,263,1,1,0.08369098712,0.4539579968,0.4248788368,0.169527897
76,802,501,347,156,63,387,1,1,0.4326683292,0.3113772455,0.7724550898,0.07855361596
10,844,773,238,316,161,325,1,1,0.2819905213,0.4087968952,0.4204398448,0.1907582938
70,733,516,160,264,85,327,1,1,0.2182810368,0.511627907,0.6337209302,0.1159618008
39,832,374,398,192,68,278,1,1,0.4783653846,0.513368984,0.743315508,0.08173076923
58,548,1076,227,496,271,204,1,1,0.4142335766,0.4609665428,0.1895910781,0.4945255474
39,782,509,428,53,157,264,1,1,0.547314578,0.1041257367,0.5186640472,0.2007672634
76,623,939,116,494,246,118,1,1,0.1861958266,0.5260915868,0.1256656017,0.3948635634
65,692,743,162,158,251,304,1,1,0.2341040462,0.2126514132,0.4091520861,0.362716763
44,638,655,217,106,395,357,1,1,0.3401253918,0.1618320611,0.5450381679,0.6191222571
51,594,713,27,449,118,271,1,1,0.04545454545,0.6297335203,0.3800841515,0.1986531987
11,543,889,176,317,356,116,1,1,0.3241252302,0.3565804274,0.1304836895,0.6556169429
12,603,823,105,323,312,236,1,1,0.1741293532,0.3924665857,0.2867557716,0.5174129353
24,745,468,347,21,272,234,1,1,0.4657718121,0.04487179487,0.5,0.3651006711
62,982,793,488,170,343,371,1,1,0.4969450102,0.2143757881,0.4678436318,0.349287169
7,905,626,446,324,223,151,1,1,0.4928176796,0.517571885,0.2412140575,0.2464088398
71,1061,1036,474,411,243,381,1,1,0.4467483506,0.3967181467,0.3677606178,0.2290292177
5,768,1015,461,379,353,219,1,1,0.6002604167,0.3733990148,0.2157635468,0.4596354167
63,515,636,106,240,108,107,1,1,0.2058252427,0.3773584906,0.1682389937,0.2097087379
25,757,782,239,492,151,185,1,1,0.3157199472,0.6291560102,0.23657289,0.1994715984
17,776,1168,336,415,358,233,1,1,0.4329896907,0.3553082192,0.1994863014,0.4613402062
59,826,562,314,254,43,212,1,1,0.3801452785,0.4519572954,0.3772241993,0.05205811138
30,635,487,413,38,204,87,1,1,0.6503937008,0.07802874743,0.1786447639,0.3212598425
54,892,500,409,86,48,255,1,1,0.4585201794,0.172,0.51,0.05381165919
75,860,696,173,249,173,377,1,1,0.2011627907,0.3577586207,0.5416666667,0.2011627907
10,786,517,487,97,368,46,1,1,0.6195928753,0.1876208897,0.08897485493,0.4681933842
43,855,734,482,366,152,126,1,1,0.5637426901,0.4986376022,0.1716621253,0.1777777778
61,578,577,109,368,75,297,1,1,0.1885813149,0.6377816291,0.5147313692,0.1297577855
73,640,805,137,202,340,233,1,1,0.2140625,0.250931677,0.2894409938,0.53125
4,645,383,48,36,143,350,1,1,0.07441860465,0.09399477807,0.9138381201,0.2217054264
39,948,831,419,394,279,242,1,1,0.4419831224,0.4741275572,0.2912154031,0.2943037975
62,318,480,164,32,214,90,1,1,0.5157232704,0.06666666667,0.1875,0.6729559748
29,443,1168,256,408,384,133,1,1,0.5778781038,0.3493150685,0.113869863,0.8668171558
70,603,875,42,257,400,242,1,1,0.06965174129,0.2937142857,0.2765714286,0.6633499171
20,696,400,160,43,232,349,1,1,0.2298850575,0.1075,0.8725,0.3333333333
9,637,678,227,437,45,307,1,1,0.3563579278,0.6445427729,0.4528023599,0.07064364207
58,1115,819,494,240,356,244,1,1,0.4430493274,0.293040293,0.2979242979,0.3192825112
15,795,391,393,2,331,178,1,1,0.4943396226,0.005115089514,0.4552429668,0.4163522013
18,432,721,184,206,316,122,1,1,0.4259259259,0.2857142857,0.1692094313,0.7314814815
23,259,977,60,479,249,106,1,1,0.2316602317,0.4902763562,0.1084953941,0.9613899614
74,879,306,449,210,54,348,1,1,0.5108077361,0.6862745098,1.137254902,0.0614334471
75,627,452,210,243,148,70,1,1,0.3349282297,0.5376106195,0.1548672566,0.2360446571
10,774,687,190,226,112,227,1,1,0.2454780362,0.3289665211,0.3304221252,0.1447028424
7,669,350,88,173,67,218,1,1,0.1315396114,0.4942857143,0.6228571429,0.1001494768
45,587,911,143,426,362,50,1,1,0.2436115843,0.4676180022,0.05488474204,0.6166950596
7,851,981,307,444,141,341,1,1,0.3607520564,0.4525993884,0.3476044852,0.1656874266
3,640,662,265,227,282,209,1,1,0.4140625,0.3429003021,0.3157099698,0.440625
58,892,814,239,291,379,373,1,1,0.2679372197,0.3574938575,0.4582309582,0.4248878924
36,454,556,247,94,203,83,1,1,0.5440528634,0.1690647482,0.1492805755,0.4471365639
42,798,505,389,354,97,267,1,1,0.4874686717,0.700990099,0.5287128713,0.1215538847
76,608,718,50,118,258,369,1,1,0.08223684211,0.1643454039,0.5139275766,0.4243421053
79,533,720,240,140,355,142,1,1,0.4502814259,0.1944444444,0.1972222222,0.6660412758
20,577,763,307,346,222,197,1,1,0.5320623917,0.4534731324,0.2581913499,0.3847487002
28,1054,746,483,197,235,320,1,1,0.4582542694,0.264075067,0.4289544236,0.2229601518
38,1163,410,438,108,133,395,1,1,0.3766122098,0.2634146341,0.9634146341,0.1143594153
79,631,855,183,441,115,257,1,1,0.2900158479,0.5157894737,0.3005847953,0.1822503962
22,1116,667,452,348,125,372,1,1,0.4050179211,0.5217391304,0.5577211394,0.1120071685
59,730,554,134,140,218,275,1,1,0.1835616438,0.2527075812,0.4963898917,0.298630137
3,864,498,319,40,301,291,1,1,0.369212963,0.08032128514,0.5843373494,0.3483796296
3,599,995,51,465,141,291,1,1,0.08514190317,0.4673366834,0.2924623116,0.2353923205
35,473,783,300,239,160,75,1,1,0.6342494715,0.3052362708,0.09578544061,0.3382663848
